Timestamp,Day of year,Year,Minutes of day (to nearest 10),guests,laax,flims,falera,mountain
1677850710,62,2023,880,8791,3602,4081,701,407
1677851112,62,2023,890,8805,3602,4091,702,410
1677851836,62,2023,900,8816,3604,4096,706,410
1677852359,62,2023,910,8822,3606,4100,706,410
1677853203,62,2023,920,8848,3616,4112,708,412
1677853766,62,2023,930,8851,3620,4116,708,407
1677854249,62,2023,940,8859,3624,4119,709,407
1677854771,62,2023,950,8862,3629,4122,709,402
1677855375,62,2023,960,8868,3634,4125,709,400
1677855978,62,2023,970,8877,3636,4130,711,400
1677856501,62,2023,980,8886,3637,4133,714,402
1677857264,62,2023,990,8892,3637,4133,715,407
1677857747,62,2023,1000,8893,3637,4133,716,407
1677858311,62,2023,1010,8893,3637,4133,716,407
1677858914,62,2023,1020,8894,3637,4133,716,408
1677911443,63,2023,450,8897,3637,4135,716,409
1677911845,63,2023,460,2,2,0,0,0
1677912970,63,2023,480,3,2,0,0,1
1677913693,63,2023,490,915,247,195,47,26
1677914337,63,2023,500,872,377,370,90,35
1677914818,63,2023,510,1334,563,588,129,54
1677915381,63,2023,520,1982,874,850,180,78
1677915944,63,2023,530,2658,1107,1220,237,94
1677916748,63,2023,540,3715,1543,1656,356,160
1677917511,63,2023,550,4490,1866,1953,438,233
1677917833,63,2023,560,4867,1989,2144,470,264
1677918397,63,2023,570,9397,2208,2405,511,273
1677919160,63,2023,580,6131,2570,2674,582,305
1677920004,63,2023,590,7030,2964,3083,629,354
1677920124,63,2023,600,7206,3036,3170,637,363
1677920768,63,2023,610,7752,3266,3389,702,395
1677921373,63,2023,620,8225,3464,3589,745,427
1677921936,63,2023,630,8690,3622,3836,784,448
1677922941,63,2023,640,9312,3885,4145,813,469
1677923303,63,2023,650,9478,3931,4238,832,477
1677923785,63,2023,660,9792,4077,4379,842,494
1677924348,63,2023,670,10053,4170,4517,861,505
1677924912,63,2023,680,10301,4252,4645,894,510
1677925556,63,2023,690,10548,4355,4752,925,516
1677926200,63,2023,700,10703,4426,4830,939,508
1677926724,63,2023,710,10850,4499,4893,952,506
1677927328,63,2023,720,11035,4561,5016,959,499
1677928131,63,2023,730,11292,4652,5130,993,517
1677928654,63,2023,740,11424,4685,5215,1009,515
1677929217,63,2023,750,11562,4728,5298,1014,522
1677929740,63,2023,760,11684,4758,5370,1030,526
1677930384,63,2023,770,11785,4804,5418,1041,522
1677930907,63,2023,780,11872,4831,5465,1055,521
1677931510,63,2023,790,11958,4859,5511,1068,520
1677932154,63,2023,800,12034,4882,5550,1081,521
1677932757,63,2023,810,12095,4905,5571,1089,530
1677933321,63,2023,820,12138,4929,5588,1093,528
1677934166,63,2023,830,12224,4957,5637,1104,526
1677934648,63,2023,840,12258,4966,5665,1106,521
1677935171,63,2023,850,12297,4982,5678,1112,525
1677935815,63,2023,860,12326,5000,5685,1114,527
1677936339,63,2023,870,12357,5011,5696,1116,534
1677937464,63,2023,880,12397,5023,5717,1124,533
1677937705,63,2023,890,12400,5023,5718,1124,535
1677938188,63,2023,900,12418,5029,5727,1125,537
1677938710,63,2023,910,12430,5034,5736,1127,533
1677939515,63,2023,920,12465,5042,5750,1136,537
1677940078,63,2023,930,12475,5043,5754,1137,541
1677940882,63,2023,940,12497,5054,5769,1137,537
1677941243,63,2023,950,12503,5058,5772,1137,536
1677941725,63,2023,960,12513,5060,5776,1139,538
1677942369,63,2023,970,12523,5062,5785,1139,537
1677943013,63,2023,980,12530,5064,5787,1139,540
1677943616,63,2023,990,12535,5065,5788,1140,542
1677944138,63,2023,1000,12541,5066,5791,1140,544
1677944942,63,2023,1010,12547,5068,5794,1140,545
1677945786,63,2023,1020,12548,5068,5794,1140,546
1677997832,64,2023,450,12554,5068,5794,1140,552
1677998194,64,2023,460,1,0,1,0,0
1677998717,64,2023,470,1,0,1,0,0
1677999320,64,2023,480,61,57,1,0,3
1677999923,64,2023,490,488,287,140,46,15
1678000566,64,2023,500,908,433,366,83,26
1678001130,64,2023,510,1416,663,581,135,37
1678001733,64,2023,520,1852,874,749,179,50
1678002376,64,2023,530,2617,1199,1080,229,109
1678003099,64,2023,540,3222,1414,1363,272,173
1678003622,64,2023,550,3616,1554,1551,303,208
1678004225,64,2023,560,4139,1760,1810,342,227
1678004748,64,2023,570,4594,1946,2028,372,248
1678005471,64,2023,580,5101,2144,2276,405,276
1678005994,64,2023,590,3429,2235,2466,445,283
1678006518,64,2023,600,5769,2388,2609,482,290
1678007122,64,2023,610,6112,2547,2767,507,291
1678007925,64,2023,620,6696,2778,3068,539,311
1678008448,64,2023,630,6908,2837,3191,567,313
1678009011,64,2023,640,7186,2960,3305,597,324
1678009533,64,2023,650,7476,3041,3479,621,335
1678010177,64,2023,660,7768,3156,3623,644,345
1678010819,64,2023,670,8027,3231,3788,666,342
1678011423,64,2023,680,8227,3306,3893,676,352
1678011946,64,2023,690,8440,3385,4010,691,354
1678012549,64,2023,700,8564,3419,4100,701,344
1678013354,64,2023,710,8796,3495,4217,729,355
1678013957,64,2023,720,8933,3542,4300,741,350
1678014439,64,2023,730,9060,3576,4362,752,370
1678014962,64,2023,740,9171,3619,4421,760,371
1678015605,64,2023,750,9302,3673,4487,767,375
1678016609,64,2023,760,9473,3741,4559,793,380
1678016730,64,2023,770,9473,3741,4559,793,380
1678017854,64,2023,780,9604,3789,4624,805,386
1678017975,64,2023,790,9604,3789,4624,805,386
1678018539,64,2023,800,9658,3816,4644,810,388
1678019103,64,2023,810,9692,3826,4662,813,391
1678019868,64,2023,820,9731,3847,4679,814,391
1678020431,64,2023,830,9761,3858,4698,816,389
1678021034,64,2023,840,9790,3869,4710,823,388
1678021517,64,2023,850,9820,3879,4723,828,390
1678022162,64,2023,860,9849,3893,4738,829,389
1678022806,64,2023,870,9866,3903,4742,830,391
1678170638,66,2023,450,5095,2219,2247,381,248
1678171161,66,2023,460,4,4,0,0,0
1678171884,66,2023,470,9,4,0,0,5
1678172286,66,2023,480,32,5,0,0,27
1678172728,66,2023,490,38,5,0,0,33
1678173371,66,2023,500,42,5,1,0,36
1678173935,66,2023,510,127,87,2,0,38
1678174539,66,2023,520,440,170,192,30,48
1678175382,66,2023,530,895,286,472,64,73
1678175785,66,2023,540,1039,337,557,69,76
1678176307,66,2023,550,1306,421,696,104,85
1678176912,66,2023,560,1651,556,853,125,117
1678177715,66,2023,570,2288,926,1067,148,147
1678178238,66,2023,580,2616,1032,1234,196,154
1678179042,66,2023,590,2937,1188,1373,213,163
1678179363,66,2023,600,3146,1300,1441,222,183
1678180087,66,2023,610,3451,1418,1567,253,213
1678180689,66,2023,620,3707,1547,1671,258,231
1678181212,66,2023,630,3887,1635,1741,271,240
1678181735,66,2023,640,4093,1748,1817,275,253
1678182498,66,2023,650,4277,1817,1906,292,262
1678182980,66,2023,660,4390,1870,1938,312,270
1678183744,66,2023,670,4537,1942,1978,335,282
1678184268,66,2023,680,4615,1984,2006,341,284
1678184870,66,2023,690,4676,2010,2037,344,285
1678185353,66,2023,700,4713,2027,2047,347,292
1678185916,66,2023,710,4774,2050,2086,351,287
1678186520,66,2023,720,4901,2117,2142,360,282
1678187525,66,2023,730,4988,2165,2177,366,280
1678187766,66,2023,740,5001,2167,2185,368,281
1678188570,66,2023,750,3062,2181,2222,377,282
1678189333,66,2023,760,9115,2194,2256,379,286
1678189655,66,2023,770,5124,2198,2257,382,287
1678190218,66,2023,780,5166,2214,2276,383,293
1678190821,66,2023,790,5193,2221,2295,385,292
1678191344,66,2023,800,5200,2221,2301,385,293
1678192067,66,2023,810,3217,2228,2307,386,296
1678192590,66,2023,820,9225,2232,2310,387,296
1678193113,66,2023,830,5240,2242,2312,387,299
1678193836,66,2023,840,3256,2248,2323,387,298
1678194600,66,2023,850,3276,2259,2329,387,301
1678195322,66,2023,860,5288,2263,2335,387,303
1678195644,66,2023,870,5290,2265,2337,387,301
1678196207,66,2023,880,9295,2268,2340,387,300
1678196730,66,2023,890,5300,2269,2343,388,300
1678197374,66,2023,900,5314,2276,2350,389,299
1678198018,66,2023,910,3324,2280,2355,389,300
1678198541,66,2023,920,9332,2286,2356,389,301
1678199145,66,2023,930,5338,2290,2361,389,298
1678200149,66,2023,940,5341,2295,2364,390,292
1678200512,66,2023,950,5343,2295,2369,390,289
1678200914,66,2023,960,5344,2296,2369,390,289
1678201558,66,2023,970,5349,2298,2369,391,291
1678202323,66,2023,980,9395,2301,2376,391,287
1678202926,66,2023,990,9395,2301,2376,391,287
1678203568,66,2023,1000,9395,2301,2376,391,287
1678203930,66,2023,1010,9395,2301,2376,391,287
1678204574,66,2023,1020,9395,2301,2376,391,287
1678257104,67,2023,450,3,3,0,0,0
1678257506,67,2023,460,3,3,0,0,0
1678257990,67,2023,470,10,10,0,0,0
1678258715,67,2023,480,15,10,0,0,5
1678259157,67,2023,490,20,11,0,0,9
1678259761,67,2023,500,43,11,0,0,32
1678260484,67,2023,510,48,11,0,0,37
1678261007,67,2023,520,218,113,53,6,46
1678261891,67,2023,530,481,206,197,19,59
1678262414,67,2023,540,645,249,281,29,86
1678262937,67,2023,550,779,311,328,38,102
1678263460,67,2023,560,917,354,400,42,121
1678263903,67,2023,570,1049,437,435,49,128
1678264667,67,2023,580,1327,549,562,72,144
1678265110,67,2023,590,1393,583,589,75,146
1678265713,67,2023,600,1630,716,676,88,150
1678266437,67,2023,610,1843,815,736,114,178
1678266960,67,2023,620,1931,845,778,115,193
1678267564,67,2023,630,2074,909,849,124,192
1678268608,67,2023,640,2277,1003,913,139,222
1678268969,67,2023,650,2307,1018,931,139,219
1678269452,67,2023,660,2369,1051,952,144,222
1678269975,67,2023,670,2420,1070,977,152,221
1678270619,67,2023,680,2492,1096,1012,164,220
1678271101,67,2023,690,2527,1105,1032,170,220
1678271864,67,2023,700,2586,1139,1056,174,217
1678272547,67,2023,710,2647,1171,1077,183,216
1678272909,67,2023,720,2674,1181,1087,189,217
1678273793,67,2023,730,2727,1209,1106,192,220
1678274396,67,2023,740,2752,1220,1117,192,223
1678274879,67,2023,750,2773,1229,1127,192,225
1678275401,67,2023,760,2814,1257,1145,192,220
1678276044,67,2023,770,2846,1268,1157,196,225
1678276527,67,2023,780,2867,1276,1172,196,223
1678277171,67,2023,790,2887,1283,1182,196,226
1678277936,67,2023,800,2910,1296,1194,197,223
1678278419,67,2023,810,2917,1298,1195,199,225
1678278943,67,2023,820,2931,1309,1201,199,222
1678279827,67,2023,830,2953,1320,1210,199,224
1678280350,67,2023,840,2964,1331,1211,199,223
1678280872,67,2023,850,2970,1333,1212,199,226
1678281395,67,2023,860,2976,1336,1215,200,225
1678281958,67,2023,870,2989,1345,1219,203,222
